max_time,mean_time,positive_score,negative_score,subjective_score,negative,positive,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,ttr,cttr,diversity,herdan,summer,dugast,maas,utterances,WC,unique,word_per_utter,label
180.0,15.0,0.19951923076923078,0.24278846153846154,0.09701492537313433,1,279,10.19,50.74,95.71,84.42,6.49,7.17,95.7,79.21,60.22,16.49,11.83,5.73,0,6.09,0,0,4.66,15.05,5.02,2.87,10.39,12.19,10.75,7.17,2.15,21.51,5.38,5.38,4.3,3.58,0.72,0,16.85,2.15,14.7,3.23,0.72,3.23,6.45,0,4.66,0,4.3,4.3,0,0.36,0.36,0,0,0,0,0,11.47,3.23,1.43,1.08,0,0,1.08,8.24,1.08,0.36,0,0,0.36,0,0,0.36,2.15,0.36,1.43,0.36,0,0,1.43,0,0,0,0,0,0,0,0,1.08,0,1.43,0,0,0,0,0,0,15.41,13.98,0,2.15,10.75,0.36,0.72,0.36,4.3,1.08,6.45,2.15,6.45,0.36,1.43,4.66,0,37.63,17.56,3.94,2.51,0,6.45,7.17,3,5,0,3,0,0,0,2,0,2,0.5441176470588235,6.345447650272827,78.41042345276873,0.8914357329540882,0.9333322949500368,51.6357934229437,0.019366411043771486,13,299,56,23.0,2
193.0,14.846153846153847,0.31925675675675674,0.1875,0.115625,1,182,26.8,18.04,97.67,63.5,4.33,8.24,93.41,84.07,58.24,15.93,12.09,8.79,0,2.75,0,0.55,3.85,12.64,7.69,0.55,11.54,8.24,14.84,4.4,0.55,17.58,5.49,4.4,1.65,0.55,1.1,0,12.64,1.65,10.99,2.2,0.55,1.65,2.75,3.85,1.65,0,2.75,2.75,0,1.1,1.1,0,0,0,0,0,5.49,1.65,1.1,0,0,0,0,3.85,0,0,0,0,0,0,0,0,4.4,0,1.65,2.2,0.55,0,3.3,0,0,0,0,0,0,0,0,0.55,0.55,0.55,0,0,0,0,0.55,0.55,15.38,17.58,0,2.2,14.84,0.55,0,0.55,1.1,2.75,4.4,1.65,12.09,0,3.3,8.79,0,46.7,28.57,6.59,2.2,0,4.95,4.4,0,6,0,3,0,0,4,0,0,5,0.5274725274725275,5.031767216265208,49.15414507772021,0.87708346009673,0.9204857329625795,42.337725184683215,0.0236195968403559,14,191,42,13.642857142857142,2
180.0,13.846153846153847,0.24245689655172414,0.19935344827586207,0.11507936507936507,1,269,24.52,97.62,79.58,98.52,6.5600000000000005,10.04,94.42,81.41,53.9,20.07,15.24,3.7199999999999998,2.9699999999999998,6.69,1.8599999999999999,0,4.83,9.67,5.2,0,11.9,9.29,6.69,5.95,0.74,23.42,7.8100000000000005,4.46,6.69,5.58,0.37,0.74,15.24,1.12,14.13,3.35,0.37,1.49,5.2,1.49,4.09,0,7.8100000000000005,7.43,0.37,1.12,0.74,0.37,0.37,0,0,0,18.59,4.83,0.74,3.35,0,0,0.74,13.75,0,0,1.8599999999999999,0,0,0,0,0,4.83,1.49,2.23,1.12,0.74,0,2.9699999999999998,0.37,0,0.37,0,0,0,2.6,0,1.12,0,2.9699999999999998,0,0.37,0,0,0,0,11.9,12.27,0.37,2.23,7.43,1.49,1.12,0.74,5.2,1.49,6.32,1.49,8.55,1.49,2.6,4.46,0,45.72,17.84,14.13,1.12,0,7.06,5.58,2,12,1,6,0,1,2,3,1,7,0.5613382899628253,6.510072264744325,93.42599717935136,0.8967897531064402,0.9367333854185089,54.20693727602098,0.018447823290735164,14,284,50,20.285714285714285,2
174.0,19.333333333333332,0.3394308943089431,0.20020325203252032,0.16532258064516128,1,222,5.73,34.92,95.5,98.04,7.4,7.21,95.95,84.23,60.36,18.92,15.77,7.21,0,5.41,0.45,2.7,3.15,11.26,2.25,0.9,12.16,10.81,10.81,6.76,4.5,21.17,9.01,2.25,1.35,0.45,0.45,0.45,18.47,2.25,16.22,2.25,0.45,2.25,5.86,1.35,4.05,0,6.76,6.76,0,2.25,2.25,0,0,0,0,0,16.22,6.76,2.25,1.35,0,0.45,4.5,9.46,0,0,0,0.45,0.9,0,0,0.9,2.7,0,1.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0.45,0,0,0,0,0,0,0.9,0,15.32,13.51,0.9,3.15,10.81,1.35,0.45,0,2.7,0.9,9.01,0.9,7.66,0.45,3.15,4.5,0,44.59,16.22,10.36,1.8,0,6.76,9.46,1,7,0,6,0,0,5,0,1,6,0.4830508474576271,5.247275322020443,43.91755634638197,0.8668272775231037,0.9158404663738974,41.02816029741762,0.02437350329020094,10,237,44,23.7,2
188.0,15.666666666666666,0.30855855855855857,0.14527027027027026,0.09702797202797203,1,335,32.13,54.31,92.28,91.04,5.08,10.45,93.43,82.39,56.72,15.22,10.15,4.78,0,3.88,0,1.49,5.07,12.84,7.76,0.9,11.94,10.15,9.85,7.16,0,19.1,6.27,3.88,0.9,0.9,0,0,10.15,0.6000000000000001,9.55,2.09,0.9,1.49,5.07,0,3.2800000000000002,0,5.07,5.07,0,2.39,2.39,0,0,0,0,0,9.25,2.69,0.9,0.9,0,0,1.79,6.57,0.30000000000000004,0,0,0,0,0,0,0,2.69,1.19,0.9,0.6000000000000001,0,0,0.30000000000000004,0,0,0,0,0,0,0,0,0.30000000000000004,0.9,0.9,0,0.30000000000000004,0,0,0.6000000000000001,0.6000000000000001,9.85,15.82,0.9,3.2800000000000002,11.04,1.79,0.30000000000000004,0,2.99,2.39,6.87,1.49,11.64,0.30000000000000004,1.49,9.85,0,43.88,26.57,5.97,1.79,0,4.78,4.78,2,13,0,7,0,0,9,0,5,8,0.47289156626506024,6.092781626794713,57.442008172796264,0.8709953915665878,0.9214674323154441,44.99943869767179,0.022222499412014637,13,354,49,27.23076923076923,2
157.0,17.444444444444443,0.2610619469026549,0.2245575221238938,0.11483739837398374,1,274,36.33,89.1,88.78,60.36,7.21,8.03,92.34,81.75,56.2,15.33,11.31,2.55,0,8.03,0,0.73,4.01,14.23,5.84,0.36,12.41,6.2,8.03,9.12,0.73,18.98,5.11,5.84,1.82,1.46,0.36,0,17.15,0.73,16.42,4.38,0.36,2.55,7.3,0,4.74,0,4.01,2.92,0.36,1.46,0.73,0,0,0,0,0,12.04,2.19,0.36,0.36,0,0,0.36,9.85,0,0,0,0,0.36,0,0,0.36,2.19,1.09,0.73,0,0.36,0,0.73,0,0,0,0,0,0,0.36,0,0.73,0.73,1.46,0,0,0,0,0,0.73,16.79,12.77,0.73,4.01,8.76,1.09,0,0.36,2.92,1.09,5.11,1.46,10.95,1.09,1.46,7.66,0.73,36.86,20.44,7.66,0.36,0,2.92,5.47,1,8,0,7,0,1,3,1,3,4,0.5255474452554745,6.151375135560679,48.07017543859649,0.8853910342648443,0.9294386938536527,48.97634378238065,0.02041802067633624,10,285,44,28.5,2
192.0,12.8,0.376953125,0.109375,0.14953271028037382,1,233,24.29,78.31,40.09,99,4.85,10.3,95.71,82.4,57.08,18.03,12.88,6.01,0.43,6.01,0,0.43,5.15,10.73,4.29,0.43,12.45,11.16,8.15,4.72,0.43,20.17,8.58,3.86,4.29,3.43,0.86,0,13.73,1.29,12.45,0.86,0,3.43,5.58,0.86,2.15,0,10.73,9.44,1.29,3.43,3.43,0,0,0,0,0,13.73,4.29,1.29,0.86,0,0,1.29,9.01,0,0,0,0,0,0,0,0,4.29,0.86,1.29,1.29,0.86,0,0.86,0,0,0,0,0,0,0.43,0,1.72,0.43,0.86,0,0.43,0,0,0,0,14.16,9.01,0,2.15,6.87,0,0.43,0,2.15,1.72,6.44,0.43,11.59,0.86,3.43,7.3,0,40.77,24.03,6.87,2.58,0,3,4.29,1,10,0,10,0,0,5,0,1,7,0.5583333333333333,6.116235225474355,83.09805556302612,0.8936621931233338,0.9339137067314683,51.53989050854326,0.01940244711684515,16,241,47,15.0625,2
171.0,13.153846153846153,0.35020661157024796,0.1322314049586777,0.13038793103448276,1,210,25.52,75.21,66.56,99,5.12,7.62,96.67,80.95,56.67,13.81,11.9,4.76,0.48,5.24,1.43,0,1.9,10,6.67,0.9500000000000001,12.38,10,10.95,7.62,1.9,19.52,9.05,5.71,3.81,3.33,0.48,0,9.52,0.9500000000000001,8.57,0.9500000000000001,0,1.43,3.81,0.9500000000000001,2.38,0,12.86,10.48,2.38,1.9,1.43,0.48,0,0,0,0,15.24,5.71,0.48,0.9500000000000001,0,0.48,3.33,9.52,0,0,0,1.43,0,0,0,0,6.19,0,2.86,2.38,1.43,0,0.9500000000000001,0,0,0,0,0,0,0,0,0.48,0,1.9,1.9,0,0,0,0.48,0,16.67,11.9,0,1.9,8.57,0.48,0.9500000000000001,0.9500000000000001,4.76,3.33,6.67,1.43,7.62,0,1.43,6.19,0,39.52,24.76,4.76,0.9500000000000001,0,6.67,2.38,3,13,2,8,3,1,7,2,2,11,0.5666666666666667,5.806605434043773,74.75555083958935,0.8937773302027222,0.933018269684252,50.33866632162641,0.019865444857254427,14,223,44,15.928571428571429,2
162.0,16.2,0.30694444444444446,0.21805555555555556,0.1171875,1,220,37.08,53.63,98.68,86.79,6.67,8.64,94.09,80.91,57.73,17.27,13.64,6.82,0.45,2.73,0.45,3.18,3.64,13.18,7.73,1.3599999999999999,13.18,7.73,8.64,7.27,0.91,19.09,6.36,3.18,2.27,0.91,0.91,0.45,15,2.27,12.73,3.18,0.45,2.27,3.18,0.45,3.64,0.45,7.27,5.91,1.3599999999999999,1.3599999999999999,1.3599999999999999,0,0,0,0,0,14.09,3.64,0,0,0,0,1.82,10.45,0,0.45,0,2.27,0,0,0,0,3.18,0.45,0.91,1.82,0.91,0,0.91,0,0,0,0,0,0,0,0,0.45,0,1.82,0,0,0,0.91,0.45,0,12.73,17.27,0.45,2.27,13.64,0.45,1.3599999999999999,0,3.64,3.18,6.36,0.91,5.91,0,0.91,5,0,37.73,20.45,5,0.45,0,4.09,7.73,1,5,0,3,0,0,4,2,2,3,0.5818181818181818,6.102160571171791,70.10414803331147,0.89958570965861,0.9372063831533914,53.71374460761537,0.018617208822529627,11,231,50,21.0,2
168.0,6.461538461538462,0.325187969924812,0.20300751879699247,0.18370165745856354,1,363,9.82,41.69,86.68,99,5.04,7.99,94.21,84.85,58.13,17.36,11.02,5.23,0,5.79,0,0,6.34,12.67,3.86,0.55,12.67,11.85,12.12,6.89,1.9300000000000002,19.56,9.64,7.16,0.55,0.28,0,0.28,14.33,0.55,13.5,2.75,0.8300000000000001,1.38,5.23,0.8300000000000001,4.68,0,8.82,8.26,0.28,3.86,3.31,0.28,0,0.28,0,0,11.29,4.13,0.28,0,0,0,3.03,6.34,0,0,0,0,0,0,0,0,2.75,1.1,0.55,0.8300000000000001,0.28,0,1.1,0,0,0,0,0,0,0.8300000000000001,0,0.55,0.55,1.1,0,0,0,0,0.55,0,12.12,14.05,1.1,1.9300000000000002,9.64,0.28,0,1.65,1.38,2.2,9.37,0.8300000000000001,11.85,1.1,3.03,7.44,0.28,51.24,23.97,9.37,2.2,0,7.99,7.71,0,23,0,13,0,0,11,0,4,14,0.4530386740331492,6.095011999226764,64.50181818181818,0.8656100478008655,0.9186253702605022,43.839915971513506,0.022810262698719233,27,392,49,14.518518518518519,2
201.0,11.823529411764707,0.30851063829787234,0.22606382978723405,0.16785714285714284,1,181,6.58,56.54,69.92,72.19,6.03,9.39,87.85,78.45,61.33,17.68,9.94,2.76,1.6600000000000001,4.42,0,1.1,7.73,12.15,6.63,0,9.39,11.05,10.5,11.05,2.21,18.23,3.31,3.31,1.6600000000000001,1.6600000000000001,0,0,16.02,1.6600000000000001,14.36,0,0,3.31,5.52,0.55,7.73,0,4.97,3.87,0.55,1.1,0.55,0,0,0,0,0,11.05,1.6600000000000001,0,0,0,0,1.1,9.39,0,0,0,0.55,0,0,0,0,2.76,0.55,0.55,0.55,1.1,0,0.55,0.55,0,0.55,0,0,0,0,0,1.1,0,1.6600000000000001,0,0,0,0,0.55,0.55,11.6,12.15,0,2.21,9.94,1.1,0.55,0,1.6600000000000001,2.76,7.73,0.55,8.29,0.55,1.6600000000000001,5.52,0.55,44.2,19.89,6.08,2.21,0,3.87,12.15,2,7,1,3,1,0,3,1,1,4,0.56353591160221,5.361000978521894,90.5,0.8896749936506354,0.9290820080207263,47.119843481393694,0.02122248136063678,18,190,41,10.555555555555555,2
153.0,17.0,0.3803353658536585,0.15929878048780488,0.13666666666666666,1,290,4.74,11.78,98.15,63.69,6.04,11.03,97.93,86.21,61.03,18.97,14.14,10.34,0.34,3.45,0,0,4.83,8.62,3.1,2.07,12.76,13.1,10,9.66,2.76,24.48,8.62,3.79,2.41,1.38,0.6900000000000001,0.34,15.86,1.38,14.48,3.45,0.6900000000000001,2.41,5.17,1.38,4.48,0,3.45,3.1,0.34,0.6900000000000001,0.6900000000000001,0,0,0,0,0,11.03,3.45,0,0.34,0,0.34,1.72,7.59,0.6900000000000001,0.34,0.34,0.6900000000000001,0,0,0,0,2.76,0,1.03,0.6900000000000001,1.38,0,0.34,0,0,0,0,0,0,0,0,0,1.72,0.34,0.6900000000000001,0,0,0,0,0,13.79,10.34,0,2.07,6.9,0.34,2.07,0,4.83,3.1,7.24,2.76,6.21,0,3.1,3.1,0,36.21,16.9,6.55,2.07,0,7.24,3.45,6,14,2,11,1,2,4,4,4,13,0.49828178694158076,6.010443374100167,74.07136737491433,0.8772166696754772,0.9245286659855269,46.20597317385511,0.02164222353325162,10,311,53,31.1,2
180.0,16.363636363636363,0.3822992700729927,0.19160583941605838,0.17564102564102563,1,440,7.61,53.63,72.19,93.39,6.2,10.45,96.14,86.59,62.5,21.36,11.82,5.23,0.23,5,0.45,0.91,9.55,11.82,3.86,0.68,12.05,10.91,9.55,7.73,1.82,21.14,8.18,3.18,1.3599999999999999,1.1400000000000001,0.23,0,15.23,1.82,13.41,2.73,1.1400000000000001,1.3599999999999999,4.55,2.73,4.09,0,6.82,6.14,0.68,1.3599999999999999,1.3599999999999999,0,0,0,0,0,11.36,3.18,0.45,0.23,0.23,0.23,1.3599999999999999,8.18,0,0,0,0.45,0,0,0,0,4.55,1.3599999999999999,1.3599999999999999,1.1400000000000001,0.91,0,1.5899999999999999,0,0,0,0,0,0,0.91,0,0.45,0.23,0.91,0,0,0,0,0,0.68,16.14,11.14,0,2.5,6.82,1.3599999999999999,0.45,0.68,1.82,3.86,6.82,0.91,8.18,0.68,1.5899999999999999,5.91,0,41.36,22.73,6.14,0.68,0,4.77,7.05,4,20,1,12,3,1,10,3,3,9,0.3826086956521739,5.802548165882926,55.611358338631064,0.8433033755818765,0.9060168758256982,39.12800618552447,0.025557141737775364,12,463,54,38.583333333333336,2
171.0,10.6875,0.2629032258064516,0.16693548387096774,0.12831125827814568,1,307,19.27,82.28,71.03,91.96,6.67,9.12,91.86,80.46,61.24,16.61,15.31,5.86,2.2800000000000002,5.86,0.98,0.33,1.3,11.07,6.84,0.98,12.7,11.4,9.77,6.19,3.58,21.82,6.84,2.2800000000000002,4.23,4.23,0,0,10.42,1.3,8.79,2.2800000000000002,1.3,1.9500000000000002,1.3,0.33,2.61,0,8.14,6.51,1.3,1.63,0.98,0.65,0,0,0,0.33,15.96,3.26,0.65,1.3,0,0,0.98,12.05,0,0,0.33,1.3,0,0,0,0,4.23,0.65,1.63,0.98,0.33,0.65,0.98,0,0,0,0,0,0,0.98,0,0.98,0.98,0.98,0,0,0,0,0.33,0.33,15.96,11.07,0,1.9500000000000002,9.12,0.33,0,0.65,2.2800000000000002,0.98,5.86,2.61,6.19,1.63,1.63,2.93,0,37.46,15.31,5.54,1.9500000000000002,0,6.51,8.14,5,19,3,8,3,4,4,4,1,10,0.511400651465798,6.336004351329405,51.166666666666664,0.8829020829964577,0.9286365712640439,48.90648693105234,0.02044718528668366,17,323,44,19.0,2
189.0,13.5,0.2089041095890411,0.24486301369863014,0.13419117647058823,1,170,16.49,11.02,96.65,46.94,4.59,7.65,92.35,80.59,60,21.76,18.24,12.35,0,2.94,2.35,0.59,3.5300000000000002,13.53,5.88,0.59,10,11.18,5.29,4.71,2.35,19.41,4.12,7.65,2.94,1.76,1.18,0,11.18,1.76,9.41,1.76,1.18,1.18,3.5300000000000002,2.35,2.94,0,5.29,3.5300000000000002,1.76,1.18,0.59,0.59,0,0,0,0,10.59,2.35,1.18,1.18,0,0,0.59,8.24,1.18,0.59,0,3.5300000000000002,0,0,0,0,3.5300000000000002,0,0.59,2.35,0.59,0,1.76,0.59,0.59,0,0,0,0,0,0,1.76,0,0.59,0,0,0,0,0.59,0,11.76,11.76,0,2.35,9.41,0.59,0,0.59,2.94,1.76,7.06,2.94,10,0.59,2.35,7.06,0,48.82,27.06,7.06,1.76,0,5.88,7.06,3,2,0,3,0,1,0,1,0,1,0.6235294117647059,5.7486571321943885,85.91485793965614,0.9080261134217148,0.9410340674651962,55.83974569432637,0.017908391013707742,15,180,39,12.0,2
178.0,19.77777777777778,0.35252808988764045,0.21769662921348315,0.2181372549019608,1,203,2.7800000000000002,14.28,95.69,89.96,6.34,8.87,95.07,84.24,62.07,17.73,11.82,6.4,0,3.94,1.48,0,5.91,9.36,3.94,0,11.33,9.85,17.24,8.87,3.45,19.21,9.85,2.46,2.46,1.48,0.49,0.49,22.17,0.49,21.67,1.97,0,2.46,9.85,6.9,6.4,0,10.84,7.88,2.96,1.97,0.99,0.99,0.49,0,0,0,9.36,2.46,0.99,0.49,0.49,0,0.49,6.9,0,0,0,1.48,0,0,0,0,1.48,0,1.48,0,0,0,0.99,0,0,0,0,0,0,0,0,0.49,0,0,0,0,0,0,0,0,15.27,16.75,0.49,3.94,11.33,0.49,0.49,0.99,1.48,1.97,8.37,1.48,6.9,0,3.45,3.45,0,40.39,18.23,10.34,0,0,8.37,3.45,1,13,0,9,0,0,8,2,2,10,0.5467980295566502,5.508837503538662,68.06315104166667,0.8863820111415437,0.927788535186506,46.7637742264643,0.021384073816567303,10,220,39,22.0,2
177.0,14.75,0.48722627737226276,0.10675182481751824,0.1403688524590164,1,301,32.38,85.3,89.12,92.59,5.02,7.97,95.68,83.72,58.47,18.94,10.96,2.33,2.99,4.65,0,1,7.97,12.96,7.64,0,13.29,9.3,7.64,6.31,1.33,16.28,10.3,4.65,3.99,3.65,0.33,0,11.63,0.66,10.96,2.33,0.33,0,5.65,0.33,4.98,0,6.64,5.98,0.66,1.99,1.99,0,0,0,0,0,13.95,2.99,0.66,1,0,0,1.6600000000000001,9.63,0,0,0,0,0,0,0,0,2.33,0.33,0.66,0.33,1,0,1,0,0,0,0,0,0,0.66,0,0,0,0.66,0.66,0,0,0,0,0,15.28,12.96,0.33,1.6600000000000001,11.3,0.33,0.33,0,2.33,1.6600000000000001,7.31,0.66,11.3,1,2.66,7.64,0,41.53,24.92,5.32,1.6600000000000001,0,7.31,2.33,3,13,1,14,2,1,10,0,6,11,0.4503105590062112,5.713800445233479,60.51531531531531,0.8618390022443521,0.9152037985965169,41.795815312200496,0.023925840243343523,13,324,47,24.923076923076923,2
200.0,9.090909090909092,0.3482142857142857,0.18948412698412698,0.17307692307692307,1,198,7.72,63.96,43.16,99,4.71,9.09,88.89,77.78,54.55,17.68,14.65,6.06,1.01,6.06,0,1.52,3.03,8.08,3.03,0.51,9.6,11.11,8.59,9.09,1.52,18.69,9.6,3.03,3.03,3.03,0,0,16.16,1.52,14.14,2.5300000000000002,0,4.04,3.54,0.51,5.05,0,10.1,9.6,0.51,4.04,3.54,0.51,0,0,0,0,17.68,7.58,2.02,2.02,0.51,0,4.55,9.6,0,0,0,0,0,0,0,0,2.5300000000000002,1.01,0.51,1.01,0,0,0.51,0,0,0,0,0,0,0,0,1.52,1.01,0,0,0,0,0,0.51,0,12.12,6.57,0,1.01,4.55,0,0.51,1.52,2.02,2.5300000000000002,4.55,2.02,11.11,0,6.06,5.05,0,50.51,24.75,6.06,1.01,0,5.05,13.64,1,8,1,6,0,0,4,1,4,5,0.5505050505050505,5.477456093162706,61.945945945945944,0.8871238640180779,0.9280868575614882,46.85017771640844,0.02134463621575053,23,208,46,9.043478260869565,2
188.0,17.09090909090909,0.4666289592760181,0.1504524886877828,0.22278225806451613,1,272,2.92,75.49,74.17,95.42,10.07,7.72,95.22,84.56,64.34,17.65,12.5,4.41,0.74,6.25,0,1.1,5.15,11.76,6.62,0.37,8.82,11.76,15.81,9.56,2.21,19.85,7.35,1.8399999999999999,2.94,2.21,0.74,0,17.28,2.21,15.07,1.8399999999999999,0.37,3.68,5.51,2.5700000000000003,3.68,0,5.88,5.88,0,1.47,1.47,0,0,0,0,0,12.13,2.5700000000000003,1.1,0,0,0,0,9.56,0.37,0,0,0,0,0,0,0,2.94,0.37,0.74,1.8399999999999999,0,0,0.37,0,0,0,0,0,0,0.37,0,0.37,1.1,0.37,0,0,0,0,0,0,15.07,14.34,0.37,2.21,11.4,0.74,0.37,0,1.8399999999999999,1.47,6.99,2.5700000000000003,7.35,0.37,3.68,3.31,0,33.46,12.87,10.29,0,0,6.99,3.31,2,12,2,9,1,3,5,2,2,7,0.44673539518900346,5.388673369882909,55.84413214459984,0.8579688167288858,0.9117469032666863,39.94420898643118,0.025034918086366268,12,291,39,24.25,2
166.0,9.764705882352942,0.3433641975308642,0.2013888888888889,0.16598360655737704,1,278,16.33,91.51,84.62,71.08,7.51,8.99,93.88,84.53,62.59,20.5,13.67,3.96,0,6.47,2.16,1.08,6.83,11.15,5.4,1.08,13.31,8.99,9.71,8.63,0.36,21.22,7.19,3.6,2.16,1.08,0.72,0.36,12.23,1.8,10.43,1.8,1.08,1.8,5.4,0,2.52,0,5.4,4.32,1.08,1.08,0.72,0.36,0.36,0,0,0,14.39,3.24,1.08,0,0,0,2.16,11.15,0,0,0,2.16,0,0,0,0,3.6,0,1.44,2.16,0.36,0,0.72,0,0,0,0,0,0,0,0,1.44,0,1.44,0,0,0,0,1.08,0,14.39,15.47,0,5.04,10.79,0,0.72,0,3.6,1.44,7.19,1.08,4.68,0,1.8,2.88,0,35.25,13.31,9.35,2.52,0,4.32,5.76,1,10,0,8,0,0,6,3,4,6,0.43944636678200694,5.282503600628914,49.20555555555555,0.8548927486560775,0.9096143257649334,39.04992090768975,0.025608246489510274,18,291,47,16.166666666666668,2
155.0,11.923076923076923,0.33643617021276595,0.2220744680851064,0.17803030303030304,1,164,4.02,74.77,84.79,89.58,4.21,9.76,92.68,83.54,60.98,17.68,10.37,3.66,0,6.71,0,0,7.32,12.8,6.71,0,9.15,12.8,14.02,8.54,2.44,18.29,9.76,1.22,1.83,1.83,0,0,13.41,1.83,11.59,2.44,2.44,1.83,3.66,1.22,3.05,0,6.1,5.49,0.61,2.44,1.83,0.61,0.61,0,0,0,12.2,3.05,1.83,1.22,0,0,1.83,8.54,0,0,0,0,0,0,0,0,3.05,0.61,1.83,0.61,0,0,1.22,0,0,0,0,0,0,0.61,0,0,0,0,1.22,0,0,0,0,0,10.37,12.8,0,1.22,10.37,0.61,1.22,0,4.88,3.05,8.54,0,10.98,0,1.83,9.15,0,50.61,31.1,4.27,4.88,0,5.49,4.88,1,8,0,8,0,1,4,3,1,5,0.5317919075144508,4.945950641248327,54.022466677465644,0.8774563779540439,0.9202700696300152,42.05271158514636,0.023779679414376094,14,174,42,12.428571428571429,2
165.0,11.785714285714286,0.42613636363636365,0.10898760330578512,0.16005291005291006,1,425,17.85,74.87,89.2,98.89,7.59,9.18,96,84.94,60.24,20.24,14.59,5.41,1.18,5.88,0.24,1.88,5.65,11.06,4.94,0.47000000000000003,13.88,9.18,8.24,8.24,1.65,19.76,5.88,3.06,2.35,2.35,0,0,14.82,1.18,13.65,2.8200000000000003,0.71,1.18,4.24,1.88,4.47,0,7.76,7.53,0.24,1.4100000000000001,1.4100000000000001,0,0,0,0,0,15.53,4.71,0.24,0.47000000000000003,0.24,0,2.8200000000000003,10.59,0,0.24,0,0.47000000000000003,0,0,0,0,3.5300000000000002,1.18,1.4100000000000001,0.9400000000000001,0,0,0.9400000000000001,0.47000000000000003,0,0,0.24,0,0,0.24,0,0.71,0.24,1.65,0,0,0,0,0,0,13.65,11.53,0,1.65,8.71,0.47000000000000003,0.71,0.71,3.29,3.76,6.82,0.9400000000000001,8.47,0.24,2.35,6.12,0,41.41,18.59,9.88,0.24,0.71,5.88,6.12,2,17,1,8,1,1,5,4,3,5,0.38,5.7,57.49601088792942,0.841619771804389,0.9047261580105003,38.57329701040084,0.025924670108711776,15,453,47,30.2,2
161.0,23.0,0.425414364640884,0.14709944751381215,0.18698347107438015,1,268,7.62,77.64,53.9,89.37,7.24,10.07,97.01,86.94,60.82,20.52,13.81,5.22,0,5.6,1.87,1.12,6.72,9.7,4.1,0.37,12.31,8.96,13.43,7.09,1.87,20.52,6.72,1.87,1.12,0.75,0,0.37,15.67,2.99,13.06,3.36,1.87,0.75,2.61,3.73,2.24,0,6.72,5.6,0.75,1.12,0.75,0,0,0,0,0,15.3,5.22,1.12,0.37,0,0.75,2.61,10.45,0,0,0,1.87,0.37,0,0,0.37,2.99,0.37,1.49,1.49,0.37,0,1.87,0,0,0,0,0,0,1.12,0,0,0,1.12,0,0,0,0,0,0,16.04,10.07,0.75,1.87,6.72,1.49,0.37,0,1.87,2.61,6.72,0.75,9.7,0.37,2.99,5.97,0.37,42.54,19.78,10.07,0.37,0,5.97,6.34,2,15,0,6,0,1,4,3,0,6,0.48880597014925375,5.658338187557908,56.048480383127654,0.871974365205139,0.9204050844507573,43.67083974603563,0.02289857501745838,8,285,41,35.625,1
181.0,18.1,0.44431818181818183,0.11477272727272728,0.18333333333333332,1,159,2.39,85.88,55.39,99,5.3,6.92,94.97,83.02,59.75,21.38,13.84,4.4,0,6.29,0,3.14,7.55,8.18,4.4,0,11.32,13.84,15.09,5.66,2.52,19.5,10.69,2.52,0.63,0.63,0,0,11.32,0.63,10.69,0,0,2.52,3.14,1.8900000000000001,2.52,0,9.43,9.43,0,1.26,1.26,0,0,0,0,0,14.47,3.14,1.8900000000000001,0.63,0.63,0,1.26,11.95,0,0,0,0,0,0,0,0,3.77,0.63,1.8900000000000001,0,1.26,0,1.8900000000000001,0,0,0,0,0,0,1.8900000000000001,0,0.63,0,1.26,0,0.63,0,0,0.63,0,14.47,9.43,0,2.52,7.55,0.63,0,0,4.4,3.14,8.81,1.26,7.55,0.63,1.26,5.66,0,45.91,22.01,6.29,2.52,0,9.43,5.66,1,11,1,12,0,1,7,0,4,11,0.5974842767295597,5.327335463874421,68.20738636363637,0.8983947437013894,0.9339879869293302,49.88820841436672,0.020044816837159092,11,175,41,15.909090909090908,1
