max_time,mean_time,positive_score,negative_score,subjective_score,negative,positive,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,ttr,cttr,diversity,herdan,summer,dugast,maas,utterances,WC,unique,word_per_utter,label
190.0,9.047619047619047,0.37448979591836734,0.19846938775510203,0.19021739130434784,4,16,0,12,0,3,8,7,3,16,0.4967948717948718,6.204965959947127,88.09709832611267,0.8781860207956682,0.9256875537512773,47.145682501481375,0.021210850006648622,22,331,53,15.045454545454545,2
165.0,20.625,0.38911290322580644,0.17271505376344087,0.1875,0,17,0,7,0,0,11,1,4,12,0.4962686567164179,5.744725030116045,46.84567209440306,0.8746844063970465,0.9222080107504035,44.615253535207955,0.022413858955454637,9,268,41,29.77777777777778,2
133.0,16.625,0.3402777777777778,0.19543650793650794,0.16071428571428573,4,13,1,11,1,3,7,3,3,9,0.49411764705882355,5.5793737789026006,71.55135207394393,0.8727760135460598,0.9205264952793469,43.55517933062546,0.022959381992415734,9,256,41,28.444444444444443,2
117.0,23.4,0.26474719101123595,0.23525280898876405,0.14638157894736842,3,8,1,3,0,2,3,2,1,4,0.4492307692307692,5.726591146034973,47.309607867860294,0.8616454447713665,0.9151533488280282,41.80437118800936,0.023920943470304545,6,352,47,58.666666666666664,2
163.0,27.166666666666668,0.43612637362637363,0.1462912087912088,0.21064814814814814,2,11,1,9,2,1,6,2,1,11,0.48091603053435117,5.504335556964539,47.7055923473142,0.8685313747532768,0.9179129055480288,42.3549306407605,0.02361000206756671,7,263,41,37.57142857142857,2
164.0,14.909090909090908,0.3416030534351145,0.13263358778625955,0.11215753424657535,0,9,0,7,0,0,4,1,4,6,0.46621621621621623,5.671765062034827,45.0110775427996,0.8658949798703882,0.9171878023056553,42.43211364365299,0.02356705603680387,12,314,51,26.166666666666668,2
166.0,23.714285714285715,0.3015988372093023,0.2376453488372093,0.17768595041322313,3,12,1,14,0,2,8,2,2,11,0.5147679324894515,5.60364558853043,69.00826766113144,0.8785603890113716,0.9237925657931912,45.02698993038739,0.02220890185077927,8,239,44,29.875,2
147.0,21.0,0.3693181818181818,0.14691558441558442,0.17990654205607476,6,11,4,9,1,2,6,3,5,10,0.5084033613445378,5.546025907020678,56.662778730703266,0.8763803604727638,0.9223653737411011,44.267000733858396,0.022590190964420418,8,264,47,33.0,2
206.0,15.846153846153847,0.2956896551724138,0.2655172413793103,0.14856557377049182,6,9,0,9,0,3,3,5,1,4,0.4463667820069204,5.365692633709685,37.92579305135952,0.8576502744766905,0.9114709305481425,39.80637593280477,0.02512160367695999,14,290,46,20.714285714285715,2
200.0,12.5,0.3307522123893805,0.13938053097345132,0.11391129032258064,2,5,0,6,0,1,2,2,2,3,0.4981684981684982,5.820262698148415,64.38970588235294,0.8757785162504892,0.9230818227907548,45.157018141051246,0.02214495201778884,17,288,49,16.941176470588236,2
124.0,20.666666666666668,0.33958333333333335,0.14583333333333334,0.13274336283185842,1,6,0,2,0,1,1,1,1,4,0.4899598393574297,5.466950722368295,37.67233009708738,0.8706954340854309,0.9189286762258768,42.670209342105245,0.023435554111829498,7,272,48,38.857142857142854,2
175.0,19.444444444444443,0.18452380952380953,0.3531746031746032,0.13125,0,5,0,4,0,0,1,2,2,3,0.6014492753623188,4.996012903059422,36.64425018468357,0.8968161353469289,0.9317120265412823,47.75217231612533,0.020941455676191552,10,146,43,14.6,2
178.0,11.866666666666667,0.49558823529411766,0.06764705882352941,0.1280120481927711,2,11,0,7,1,2,6,0,2,4,0.48,5.091168824543142,50.3181508399406,0.8644838314331349,0.9138009119978262,39.96645167496791,0.025020985303689784,16,225,42,14.0625,2
170.0,10.625,0.3958333333333333,0.09027777777777778,0.15,0,9,0,5,0,0,7,0,1,5,0.40293040293040294,4.707565417620041,24.334207913771095,0.8379541848890656,0.8974796721653916,34.61657921461774,0.02888789194911912,17,273,43,16.058823529411764,2
189.0,10.5,0.3175,0.20416666666666666,0.15625,2,18,1,9,0,0,7,1,4,10,0.4767025089605735,5.630338963675112,44.401624548736464,0.8684363717253081,0.9183828351959106,42.80219279194664,0.023363288999253166,19,280,45,14.736842105263158,2
165.0,9.705882352941176,0.36657303370786515,0.18820224719101122,0.19866071428571427,2,7,0,2,0,0,5,1,2,6,0.5968992248062015,4.793810609008116,59.03389830508475,0.8938216252864262,0.9290012273497873,45.77026553167228,0.021848245545091197,18,137,41,7.611111111111111,2
160.0,26.666666666666668,0.26888489208633093,0.19784172661870503,0.17729591836734693,1,10,0,9,0,1,5,3,2,9,0.5497630331753555,5.646791648730331,45.80749101944754,0.8882130416298754,0.9293307758273333,47.87551438474744,0.02088750403731616,7,211,44,30.142857142857142,2
231.0,15.4,0.4014423076923077,0.12620192307692307,0.14207650273224043,2,18,1,13,1,2,10,1,4,14,0.4254742547425474,5.779249864583636,49.23466909736704,0.8554254375247696,0.9121127591970105,40.88407077180821,0.024459403897949282,16,391,49,24.4375,2
180.0,9.0,0.5233516483516484,0.13736263736263737,0.1864754098360656,0,5,0,3,0,0,3,0,1,3,0.5347222222222222,4.5372685126136805,33.54990925589836,0.874037948714145,0.9160328220679347,39.454845716172365,0.02534542923304613,21,151,40,7.190476190476191,2
151.0,18.875,0.41964285714285715,0.11845238095238095,0.19160583941605838,1,11,2,6,0,1,5,2,3,10,0.4827586206896552,5.813183589761798,58.35312024353121,0.871560177318786,0.9207740363390136,44.14425997031382,0.022653001787151513,9,312,54,34.666666666666664,2
198.0,13.2,0.39520958083832336,0.14146706586826346,0.17690677966101695,3,12,0,6,0,0,5,1,0,8,0.5393258426966292,6.231489442673983,92.18165458443944,0.8894920565427217,0.931935141739893,50.5597017155626,0.019778597698731942,16,269,52,16.8125,2
186.0,10.333333333333334,0.43221830985915494,0.15580985915492956,0.17067307692307693,1,12,0,10,0,0,8,0,2,10,0.48132780082987553,5.283655216621613,45.324376803389455,0.8666848105315481,0.9159332643910563,41.14157550508223,0.024306312719513373,19,261,50,13.736842105263158,2
176.0,11.733333333333333,0.24702380952380953,0.23809523809523808,0.1640625,0,10,0,6,0,0,5,0,1,6,0.559748427672956,4.990872171419195,49.329712535344015,0.8855240088708071,0.9250977378806651,44.27919035441828,0.022583972109603348,16,160,45,10.0,2
179.0,14.916666666666666,0.3125,0.21875,0.11320754716981132,3,3,0,1,0,3,1,3,0,2,0.5671641791044776,4.642438885539598,52.98589372833838,0.8842129422709448,0.922546698307824,42.3004081458913,0.023640433835793413,13,142,44,10.923076923076923,2
180.0,15.0,0.19951923076923078,0.24278846153846154,0.09701492537313433,3,5,0,3,0,0,0,2,0,2,0.5441176470588235,6.345447650272827,78.41042345276873,0.8914357329540882,0.9333322949500368,51.6357934229437,0.019366411043771486,13,299,56,23.0,2
193.0,14.846153846153847,0.31925675675675674,0.1875,0.115625,0,6,0,3,0,0,4,0,0,5,0.5274725274725275,5.031767216265208,49.15414507772021,0.87708346009673,0.9204857329625795,42.337725184683215,0.0236195968403559,14,191,42,13.642857142857142,2
180.0,13.846153846153847,0.24245689655172414,0.19935344827586207,0.11507936507936507,2,12,1,6,0,1,2,3,1,7,0.5613382899628253,6.510072264744325,93.42599717935136,0.8967897531064402,0.9367333854185089,54.20693727602098,0.018447823290735164,14,284,50,20.285714285714285,2
174.0,19.333333333333332,0.3394308943089431,0.20020325203252032,0.16532258064516128,1,7,0,6,0,0,5,0,1,6,0.4830508474576271,5.247275322020443,43.91755634638197,0.8668272775231037,0.9158404663738974,41.02816029741762,0.02437350329020094,10,237,44,23.7,2
188.0,15.666666666666666,0.30855855855855857,0.14527027027027026,0.09702797202797203,2,13,0,7,0,0,9,0,5,8,0.47289156626506024,6.092781626794713,57.442008172796264,0.8709953915665878,0.9214674323154441,44.99943869767179,0.022222499412014637,13,354,49,27.23076923076923,2
157.0,17.444444444444443,0.2610619469026549,0.2245575221238938,0.11483739837398374,1,8,0,7,0,1,3,1,3,4,0.5255474452554745,6.151375135560679,48.07017543859649,0.8853910342648443,0.9294386938536527,48.97634378238065,0.02041802067633624,10,285,44,28.5,2
192.0,12.8,0.376953125,0.109375,0.14953271028037382,1,10,0,10,0,0,5,0,1,7,0.5583333333333333,6.116235225474355,83.09805556302612,0.8936621931233338,0.9339137067314683,51.53989050854326,0.01940244711684515,16,241,47,15.0625,2
171.0,13.153846153846153,0.35020661157024796,0.1322314049586777,0.13038793103448276,3,13,2,8,3,1,7,2,2,11,0.5666666666666667,5.806605434043773,74.75555083958935,0.8937773302027222,0.933018269684252,50.33866632162641,0.019865444857254427,14,223,44,15.928571428571429,2
162.0,16.2,0.30694444444444446,0.21805555555555556,0.1171875,1,5,0,3,0,0,4,2,2,3,0.5818181818181818,6.102160571171791,70.10414803331147,0.89958570965861,0.9372063831533914,53.71374460761537,0.018617208822529627,11,231,50,21.0,2
168.0,6.461538461538462,0.325187969924812,0.20300751879699247,0.18370165745856354,0,23,0,13,0,0,11,0,4,14,0.4530386740331492,6.095011999226764,64.50181818181818,0.8656100478008655,0.9186253702605022,43.839915971513506,0.022810262698719233,27,392,49,14.518518518518519,2
201.0,11.823529411764707,0.30851063829787234,0.22606382978723405,0.16785714285714284,2,7,1,3,1,0,3,1,1,4,0.56353591160221,5.361000978521894,90.5,0.8896749936506354,0.9290820080207263,47.119843481393694,0.02122248136063678,18,190,41,10.555555555555555,2
153.0,17.0,0.3803353658536585,0.15929878048780488,0.13666666666666666,6,14,2,11,1,2,4,4,4,13,0.49828178694158076,6.010443374100167,74.07136737491433,0.8772166696754772,0.9245286659855269,46.20597317385511,0.02164222353325162,10,311,53,31.1,2
180.0,16.363636363636363,0.3822992700729927,0.19160583941605838,0.17564102564102563,4,20,1,12,3,1,10,3,3,9,0.3826086956521739,5.802548165882926,55.611358338631064,0.8433033755818765,0.9060168758256982,39.12800618552447,0.025557141737775364,12,463,54,38.583333333333336,2
171.0,10.6875,0.2629032258064516,0.16693548387096774,0.12831125827814568,5,19,3,8,3,4,4,4,1,10,0.511400651465798,6.336004351329405,51.166666666666664,0.8829020829964577,0.9286365712640439,48.90648693105234,0.02044718528668366,17,323,44,19.0,2
189.0,13.5,0.2089041095890411,0.24486301369863014,0.13419117647058823,3,2,0,3,0,1,0,1,0,1,0.6235294117647059,5.7486571321943885,85.91485793965614,0.9080261134217148,0.9410340674651962,55.83974569432637,0.017908391013707742,15,180,39,12.0,2
178.0,19.77777777777778,0.35252808988764045,0.21769662921348315,0.2181372549019608,1,13,0,9,0,0,8,2,2,10,0.5467980295566502,5.508837503538662,68.06315104166667,0.8863820111415437,0.927788535186506,46.7637742264643,0.021384073816567303,10,220,39,22.0,2
177.0,14.75,0.48722627737226276,0.10675182481751824,0.1403688524590164,3,13,1,14,2,1,10,0,6,11,0.4503105590062112,5.713800445233479,60.51531531531531,0.8618390022443521,0.9152037985965169,41.795815312200496,0.023925840243343523,13,324,47,24.923076923076923,2
200.0,9.090909090909092,0.3482142857142857,0.18948412698412698,0.17307692307692307,1,8,1,6,0,0,4,1,4,5,0.5505050505050505,5.477456093162706,61.945945945945944,0.8871238640180779,0.9280868575614882,46.85017771640844,0.02134463621575053,23,208,46,9.043478260869565,2
188.0,17.09090909090909,0.4666289592760181,0.1504524886877828,0.22278225806451613,2,12,2,9,1,3,5,2,2,7,0.44673539518900346,5.388673369882909,55.84413214459984,0.8579688167288858,0.9117469032666863,39.94420898643118,0.025034918086366268,12,291,39,24.25,2
166.0,9.764705882352942,0.3433641975308642,0.2013888888888889,0.16598360655737704,1,10,0,8,0,0,6,3,4,6,0.43944636678200694,5.282503600628914,49.20555555555555,0.8548927486560775,0.9096143257649334,39.04992090768975,0.025608246489510274,18,291,47,16.166666666666668,2
155.0,11.923076923076923,0.33643617021276595,0.2220744680851064,0.17803030303030304,1,8,0,8,0,1,4,3,1,5,0.5317919075144508,4.945950641248327,54.022466677465644,0.8774563779540439,0.9202700696300152,42.05271158514636,0.023779679414376094,14,174,42,12.428571428571429,2
165.0,11.785714285714286,0.42613636363636365,0.10898760330578512,0.16005291005291006,2,17,1,8,1,1,5,4,3,5,0.38,5.7,57.49601088792942,0.841619771804389,0.9047261580105003,38.57329701040084,0.025924670108711776,15,453,47,30.2,2
161.0,23.0,0.425414364640884,0.14709944751381215,0.18698347107438015,2,15,0,6,0,1,4,3,0,6,0.48880597014925375,5.658338187557908,56.048480383127654,0.871974365205139,0.9204050844507573,43.67083974603563,0.02289857501745838,8,285,41,35.625,1
181.0,18.1,0.44431818181818183,0.11477272727272728,0.18333333333333332,1,11,1,12,0,1,7,0,4,11,0.5974842767295597,5.327335463874421,68.20738636363637,0.8983947437013894,0.9339879869293302,49.88820841436672,0.020044816837159092,11,175,41,15.909090909090908,1
166.0,18.444444444444443,0.41424418604651164,0.14534883720930233,0.20673076923076922,1,12,1,10,1,1,11,2,3,9,0.5736040609137056,5.692857757016625,77.62169696204663,0.8947956697179238,0.9332185603416138,50.2185006508054,0.019912980018131268,9,209,44,23.22222222222222,1
190.0,13.571428571428571,0.348,0.135,0.15625,3,13,1,7,1,0,5,2,3,7,0.4036697247706422,4.214435654973066,15.663947633434038,0.8315239892074509,0.8904113153234599,31.96001043388439,0.03128910117437846,15,236,50,15.733333333333333,1
112.0,22.4,0.5260922330097088,0.12317961165048544,0.2128099173553719,5,18,3,16,4,2,12,4,9,16,0.45454545454545453,4.885042104591972,22.98946965530329,0.8551273712710529,0.9076244316848208,37.56691487047159,0.02661916751609597,6,247,39,41.166666666666664,1
156.0,8.666666666666666,0.3060747663551402,0.25817757009345793,0.1502808988764045,2,9,2,6,0,0,3,1,1,7,0.5817307692307693,5.932513087930067,68.77184092657106,0.8985023570764122,0.9360949264260247,52.58780328248284,0.01901581616992743,19,219,46,11.526315789473685,1
